"response","fixed1","fixed2","random","Age.filter","best.model","significant","p.value","sample.size","Rsq.R2m","Rsq.R2c","delta.aic"
"BNPP_root_fine","AnnualMeanTemp","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.0005135,93,0.216,0.3651,2.017
"GPP","AnnualMeanTemp","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,1.266e-13,303,0.5726,0.898,1.684
"NPP","AnnualMeanTemp","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,1.588e-09,95,0.5271,0.8085,1.018
"BNPP_root","AnnualMeanTemp","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.593e-09,108,0.4794,0.8003,2.146
"BNPP_root_fine","AnnualMeanTemp","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.0005135,93,0.216,0.3651,2.017
"GPP","AnnualMeanTemp","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,1.266e-13,303,0.5726,0.898,1.684
"NPP","AnnualMeanTemp","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,1.588e-09,95,0.5271,0.8085,1.018
"BNPP_root","AnnualMeanTemp","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,5.352e-09,108,0.4408,0.7828,0.5574
"BNPP_root_fine","AnnualMeanTemp","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.0005135,93,0.216,0.3651,2.017
"GPP","AnnualMeanTemp","Aridity","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,4.521e-14,303,0.5908,0.8962,2.04
"NPP","AnnualMeanTemp","Aridity","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,1.588e-09,95,0.5271,0.8085,1.018
"BNPP_root","AnnualMeanTemp","Aridity","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,5.352e-09,108,0.4408,0.7828,0.5574
"BNPP_root_fine","AnnualMeanTemp","Aridity","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.0005135,93,0.216,0.3651,2.017
"GPP","AnnualMeanTemp","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,7.898e-14,303,0.5743,0.8981,1.156
"NPP","AnnualMeanTemp","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,1.588e-09,95,0.5271,0.8085,1.018
"BNPP_root","AnnualMeanTemp","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,5.352e-09,108,0.4408,0.7828,0.5574
"BNPP_root_fine","AnnualMeanTemp","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.0005135,93,0.216,0.3651,2.017
"GPP","AnnualMeanTemp","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,4.966e-14,303,0.5938,0.9007,1.55
"NPP","AnnualMeanTemp","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,1.588e-09,95,0.5271,0.8085,1.018
"BNPP_root","AnnualMeanTemp","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,5.352e-09,108,0.4408,0.7828,0.5574
"BNPP_root_fine","AnnualMeanTemp","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.0005135,93,0.216,0.3651,2.017
"GPP","TempSeasonality","mat","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.64e-16,279,0.6849,0.8963,1.048
"NPP","TempSeasonality","mat","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.304e-10,82,0.6287,0.855,1.996
"BNPP_root","TempSeasonality","mat","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.081e-07,90,0.4983,0.794,3.746
"BNPP_root_fine","TempSeasonality","mat","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.003151,81,0.184,0.3071,2.269
"GPP","TempSeasonality","map","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.64e-16,279,0.6849,0.8963,1.907
"NPP","TempSeasonality","map","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,6.894e-10,81,0.6274,0.8511,1.975
"BNPP_root","TempSeasonality","map","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,8.909e-10,93,0.5225,0.8064,3.454
"BNPP_root_fine","TempSeasonality","map","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.003499,80,0.1836,0.3107,1.921
"GPP","TempSeasonality","lat","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.604e-16,303,0.6201,0.8926,2.755
"NPP","TempSeasonality","lat","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.509e-10,95,0.5832,0.8328,1.302
"BNPP_root","TempSeasonality","lat","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.311e-10,108,0.5114,0.7933,3.891
"BNPP_root_fine","TempSeasonality","lat","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.001926,93,0.183,0.3395,1.402
"GPP","TempSeasonality","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.604e-16,303,0.6201,0.8926,2.787
"NPP","TempSeasonality","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.509e-10,95,0.5832,0.8328,2.08
"BNPP_root","TempSeasonality","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.311e-10,108,0.5114,0.7933,3.696
"BNPP_root_fine","TempSeasonality","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.001926,93,0.183,0.3395,1.402
"GPP","TempSeasonality","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,5.072e-16,303,0.6345,0.8937,0.6872
"NPP","TempSeasonality","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.509e-10,95,0.5832,0.8328,0.2639
"BNPP_root","TempSeasonality","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.311e-10,108,0.5114,0.7933,0.1133
"BNPP_root_fine","TempSeasonality","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.001926,93,0.183,0.3395,1.402
"GPP","TempSeasonality","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.604e-16,303,0.6201,0.8926,1.775
"NPP","TempSeasonality","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.509e-10,95,0.5832,0.8328,0.8567
"BNPP_root","TempSeasonality","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.311e-10,108,0.5114,0.7933,3.708
"BNPP_root_fine","TempSeasonality","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.001926,93,0.183,0.3395,1.402
"GPP","TempSeasonality","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.604e-16,303,0.6201,0.8926,2.165
"NPP","TempSeasonality","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.509e-10,95,0.5832,0.8328,1.416
"BNPP_root","TempSeasonality","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.311e-10,108,0.5114,0.7933,6.359
"BNPP_root_fine","TempSeasonality","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.001926,93,0.183,0.3395,1.402
"GPP","TempSeasonality","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.604e-16,303,0.6201,0.8926,3.345
"NPP","TempSeasonality","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,3.248e-10,95,0.6227,0.8376,0.8526
"BNPP_root","TempSeasonality","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.311e-10,108,0.5114,0.7933,6.359
"BNPP_root_fine","TempSeasonality","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.001926,93,0.183,0.3395,1.402
"GPP","TempSeasonality","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,4.911e-16,303,0.6335,0.8919,0.7535
"NPP","TempSeasonality","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.509e-10,95,0.5832,0.8328,1.367
"BNPP_root","TempSeasonality","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.652e-10,108,0.5142,0.7897,0.3015
"BNPP_root_fine","TempSeasonality","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.001382,93,0.2463,0.4147,0.5054
"GPP","TempSeasonality","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.604e-16,303,0.6201,0.8926,3.345
"NPP","TempSeasonality","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.509e-10,95,0.5832,0.8328,1.101
"BNPP_root","TempSeasonality","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.311e-10,108,0.5114,0.7933,6.359
"BNPP_root_fine","TempSeasonality","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.001926,93,0.183,0.3395,1.402
"GPP","TempSeasonality","Aridity","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.604e-16,303,0.6201,0.8926,0.4412
"NPP","TempSeasonality","Aridity","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.509e-10,95,0.5832,0.8328,2.08
"BNPP_root","TempSeasonality","Aridity","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.311e-10,108,0.5114,0.7933,2.901
"BNPP_root_fine","TempSeasonality","Aridity","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.001165,93,0.2475,0.3768,0.8845
"GPP","TempSeasonality","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.604e-16,303,0.6201,0.8926,3.345
"NPP","TempSeasonality","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.509e-10,95,0.5832,0.8328,2.08
"BNPP_root","TempSeasonality","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.311e-10,108,0.5114,0.7933,6.359
"BNPP_root_fine","TempSeasonality","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.001926,93,0.183,0.3395,1.402
"GPP","TempSeasonality","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.604e-16,303,0.6201,0.8926,3.345
"NPP","TempSeasonality","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.509e-10,95,0.5832,0.8328,2.08
"BNPP_root","TempSeasonality","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.311e-10,108,0.5114,0.7933,6.359
"BNPP_root_fine","TempSeasonality","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.001926,93,0.183,0.3395,1.402
"GPP","TempRangeAnnual","mat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.547e-16,279,0.7116,0.8999,1.288
"NPP","TempRangeAnnual","mat","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.728e-10,82,0.6534,0.8477,0.6047
"BNPP_root","TempRangeAnnual","mat","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.49e-07,90,0.4818,0.8041,0.7631
"BNPP_root_fine","TempRangeAnnual","mat","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.003407,81,0.1803,0.3127,2.101
"GPP","TempRangeAnnual","map","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,5.301e-15,279,0.6688,0.9034,4.658
"NPP","TempRangeAnnual","map","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.237e-10,81,0.6564,0.8447,4.769
"BNPP_root","TempRangeAnnual","map","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,5.576e-10,93,0.5173,0.8197,5.999
"BNPP_root_fine","TempRangeAnnual","map","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.003786,80,0.1801,0.3166,1.684
"GPP","TempRangeAnnual","lat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,2.21e-15,303,0.6255,0.8955,1.145
"NPP","TempRangeAnnual","lat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,2.48e-10,95,0.6134,0.8291,0.07914
"BNPP_root","TempRangeAnnual","lat","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,7.073e-11,108,0.5141,0.8078,0.3446
"BNPP_root_fine","TempRangeAnnual","lat","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.001671,93,0.1858,0.3482,1.145
"GPP","TempRangeAnnual","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.881e-15,303,0.6242,0.895,1.598
"NPP","TempRangeAnnual","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.825e-10,95,0.6122,0.8329,1.858
"BNPP_root","TempRangeAnnual","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,7.073e-11,108,0.5141,0.8078,1.322
"BNPP_root_fine","TempRangeAnnual","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.001671,93,0.1858,0.3482,1.145
"GPP","TempRangeAnnual","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,5.072e-16,303,0.6345,0.8937,1.626
"NPP","TempRangeAnnual","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.825e-10,95,0.6122,0.8329,1.598
"BNPP_root","TempRangeAnnual","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,7.073e-11,108,0.5141,0.8078,0.254
"BNPP_root_fine","TempRangeAnnual","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.001671,93,0.1858,0.3482,1.145
"GPP","TempRangeAnnual","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,6.43e-15,303,0.6051,0.9006,3.717
"NPP","TempRangeAnnual","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.825e-10,95,0.6122,0.8329,0.7289
"BNPP_root","TempRangeAnnual","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,7.073e-11,108,0.5141,0.8078,5.141
"BNPP_root_fine","TempRangeAnnual","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.001671,93,0.1858,0.3482,1.145
"GPP","TempRangeAnnual","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.439e-15,303,0.644,0.8969,0.08902
"NPP","TempRangeAnnual","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.825e-10,95,0.6122,0.8329,1.369
"BNPP_root","TempRangeAnnual","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,7.073e-11,108,0.5141,0.8078,5.141
"BNPP_root_fine","TempRangeAnnual","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.001671,93,0.1858,0.3482,1.145
"GPP","TempRangeAnnual","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,6.43e-15,303,0.6051,0.9006,4.324
"NPP","TempRangeAnnual","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.825e-10,95,0.6122,0.8329,2.049
"BNPP_root","TempRangeAnnual","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,7.073e-11,108,0.5141,0.8078,4.34
"BNPP_root_fine","TempRangeAnnual","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.001671,93,0.1858,0.3482,1.145
"GPP","TempRangeAnnual","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.683e-15,303,0.6283,0.8956,1.698
"NPP","TempRangeAnnual","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.825e-10,95,0.6122,0.8329,0.558
"BNPP_root","TempRangeAnnual","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.607e-11,108,0.542,0.8437,3.43
"BNPP_root_fine","TempRangeAnnual","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.001671,93,0.1858,0.3482,1.145
"GPP","TempRangeAnnual","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,6.43e-15,303,0.6051,0.9006,0.724
"NPP","TempRangeAnnual","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.467e-10,95,0.6229,0.8352,1.171
"BNPP_root","TempRangeAnnual","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,7.073e-11,108,0.5141,0.8078,2.944
"BNPP_root_fine","TempRangeAnnual","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.001671,93,0.1858,0.3482,1.145
"GPP","TempRangeAnnual","Aridity","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,6.43e-15,303,0.6051,0.9006,3.871
"NPP","TempRangeAnnual","Aridity","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.825e-10,95,0.6122,0.8329,4.431
"BNPP_root","TempRangeAnnual","Aridity","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,7.073e-11,108,0.5141,0.8078,5.141
"BNPP_root_fine","TempRangeAnnual","Aridity","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.001671,93,0.1858,0.3482,0.4239
"GPP","TempRangeAnnual","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,6.43e-15,303,0.6051,0.9006,0.7448
"NPP","TempRangeAnnual","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.825e-10,95,0.6122,0.8329,2.829
"BNPP_root","TempRangeAnnual","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,7.073e-11,108,0.5141,0.8078,5.141
"BNPP_root_fine","TempRangeAnnual","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.001671,93,0.1858,0.3482,1.145
"GPP","TempRangeAnnual","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.076e-14,303,0.6172,0.8936,1.294
"NPP","TempRangeAnnual","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.825e-10,95,0.6122,0.8329,2.809
"BNPP_root","TempRangeAnnual","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,7.073e-11,108,0.5141,0.8078,3.562
"BNPP_root_fine","TempRangeAnnual","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.001671,93,0.1858,0.3482,1.145
"GPP","AnnualPre","mat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,6.705e-15,279,0.6788,0.9023,1.815
"NPP","AnnualPre","mat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.389e-09,82,0.6243,0.8447,0.4456
"BNPP_root","AnnualPre","mat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,9.144e-06,90,0.4051,0.7791,2.043
"BNPP_root_fine","AnnualPre","mat","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.008901,81,0.1728,0.3046,3.296
"GPP","AnnualPre","map","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.285e-08,279,0.5273,0.9153,2.396
"NPP","AnnualPre","map","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.298e-10,81,0.5715,0.9038,14.27
"BNPP_root","AnnualPre","map","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.345e-06,93,0.4129,0.8402,0.8388
"BNPP_root_fine","AnnualPre","map","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.009509,80,0.1746,0.3109,1.816
"GPP","AnnualPre","lat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,3.944e-12,303,0.5729,0.8985,0.1183
"NPP","AnnualPre","lat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.202e-08,95,0.5324,0.8191,0.6984
"BNPP_root","AnnualPre","lat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,2.017e-08,108,0.4431,0.7832,2.381
"BNPP_root_fine","AnnualPre","lat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.01311,93,0.1835,0.3405,0.5444
"GPP","AnnualPre","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.069e-13,303,0.596,0.8977,1.496
"NPP","AnnualPre","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,3.817e-09,95,0.5712,0.8145,0.84
